# index   rtt_flux1   rtt_flux2
1075 0.01832 0.01832
1076 0.01832 0.05832
1077 0.01832 0.01832
1078 0.01832 0.01832
1079 0.01832 0.05832
1080 0 0.01832
1081 0 0.01832
1082 0 0.05832
1083 0 0.01832
1084 0 0.01832
1085 0 0.05832
1086 0 0.01832
1087 0 0.01832
1088 0 0.05832
1089 0 0.01832
1090 0 0.01832
1091 0 0.05832
1092 0 0.01832
1093 0 0.01832
1094 0 0.05832
1095 0 0.01832
1096 0 0.01832
1097 0 0.05832
1098 0 0.01832
1099 0 0.01832
1100 0 0.05832
1101 0 0.01832
1102 0 0.01832
1103 0 0.05832
1104 0 0.01832
1105 0 0.01832
1106 0 0.05832
1107 0 0.01832
1108 0 0.01832
1109 0 0.05832
1110 0 0.01832
1111 0 0.01832
1112 0 0.05832
1113 0 0.01832
1114 0 0.01832
1115 0 0.05832
1116 0 0.01832
1117 0 0.01832
1118 0 0.05832
1119 0 0.01832
1120 0 0.01832
1121 0 0.05832
1122 0 0.01832
1123 0 0.01832
1124 0 0.05832
1125 0 0.01832
1126 0 0.01832
1127 0 0.05832
1128 0 0.01832
1129 0 0.01832
1130 0 0.05832
1131 0 0.01832
1132 0 0.01832
1133 0 0.05832
1134 0 0.01832
1135 0 0.01832
1136 0 0.05832
1137 0 0.01832
1138 0 0.01832
1139 0 0.05832
1140 0 0.01832
1141 0 0.01832
1142 0 0.05832
1143 0 0.01832
1144 0 0.01832
1145 0 0.05832
1146 0 0.01832
1147 0 0.01832
1148 0 0.05832
1149 0 0.01832
1150 0 0.01832
1151 0 0.05832
1152 0 0.01832
1153 0 0.01832
1154 0 0.05832
1155 0 0.01832
1156 0 0.01832
1157 0 0.05832
1158 0 0.01832
1159 0 0.01832
1160 0 0.05832
